id,days_since_creation,score,viewcount,favoritecount,commentcount,reputation_user
12895503,4497.0,15,12978.0,0.0,0,6282.0
12895505,4497.0,13,,,1,1563.0
12895506,4497.0,0,255.0,,0,75.0
12895507,4497.0,0,2724.0,,2,217.0
12895508,4497.0,2,,,0,3682.0
12895509,4497.0,0,48.0,,2,289.0
12895510,4497.0,-1,1149.0,,0,671.0
12895511,4497.0,0,,,1,1123.0
12895512,4497.0,1,,,0,144288.0
12895514,4497.0,5,,,0,1248.0
12895515,4497.0,1,,,0,3936.0
12895516,4497.0,1,1161.0,,2,3391.0
12895517,4497.0,1,20606.0,,2,
12895518,4497.0,1,,,2,1095994.0
12895519,4497.0,2,,,0,7567.0
12895520,4497.0,0,,,0,41.0
12895521,4497.0,3,6321.0,0.0,0,627.0
12895522,4497.0,1,,,0,8102.0
12895524,4497.0,-4,161.0,,3,530.0
12895525,4497.0,1,670.0,0.0,2,876.0
12895526,4497.0,13,,,1,66385.0
12895527,4497.0,1,671.0,,0,11.0
12895528,4497.0,1,,,0,4453.0
12895529,4497.0,1,524.0,,1,36.0
12895530,4497.0,11,14796.0,,1,867.0
12895531,4497.0,1,,,6,57633.0
12895532,4497.0,1,,,0,2998.0
12895533,4497.0,0,,,0,265.0
12895534,4497.0,1,1024.0,,7,1949.0
12895535,4497.0,2,,,4,74840.0
12895536,4497.0,2,,,4,57904.0
12895537,4497.0,0,,,0,61.0
12895538,4497.0,0,1833.0,0.0,3,102.0
12895539,4497.0,0,,,2,4931.0
12895540,4497.0,2,,,0,83595.0
12895541,4497.0,0,3486.0,,0,47.0
12895542,4497.0,1,,,3,17867.0
12895544,4497.0,1,,,2,3525.0
12895545,4497.0,1,,,9,18231.0
12895546,4497.0,0,,,0,10305.0
12895548,4497.0,1,,,1,2236.0
12895549,4497.0,1,,,0,3662.0
12895550,4497.0,0,,,3,739.0
12895553,4497.0,1,,,0,504.0
12895554,4497.0,2,1138.0,,0,21.0
12895555,4497.0,1,902.0,,2,1522.0
12895557,4497.0,3,,,0,38354.0
12895558,4497.0,2,,,0,761.0
12895559,4497.0,0,,,0,2021.0
12899531,4497.0,1,3535.0,,0,551.0
12899532,4497.0,6,,,0,1150.0
12899535,4497.0,0,232.0,,3,21.0
12899536,4497.0,0,,,0,11.0
12899537,4497.0,-3,1844.0,,0,52579.0
12899538,4497.0,23,21104.0,0.0,0,5190.0
12899541,4497.0,7,15703.0,0.0,0,28815.0
12899542,4497.0,0,,,0,20242.0
12899543,4497.0,1,210.0,,7,1739.0
12899544,4497.0,0,,,1,74678.0
12899545,4497.0,0,,,0,504.0
12899546,4497.0,1,,,0,204776.0
12899547,4497.0,3,4135.0,,0,5931.0
12899548,4497.0,31,64296.0,0.0,4,4058.0
12899549,4497.0,6,,,5,13884.0
12899551,4497.0,0,58.0,,4,295.0
12899552,4497.0,3,,,5,13576.0
12899553,4497.0,1,,,0,2870.0
12899555,4497.0,2,514.0,0.0,0,43.0
12899556,4497.0,0,,,0,55540.0
12899557,4497.0,2,,,0,92929.0
12899559,4497.0,1,159.0,0.0,5,19.0
12899560,4497.0,0,408.0,,1,
12899561,4497.0,1,271.0,,4,65.0
12899562,4497.0,1,,,5,3211.0
12899563,4497.0,0,,,3,20511.0
12899564,4497.0,0,289.0,,0,91.0
12899565,4497.0,0,,,4,173765.0
12899566,4497.0,1,,,2,270308.0
12899567,4497.0,3,1460.0,,0,1447.0
12899568,4497.0,0,,,0,21.0
12899569,4497.0,2,,,1,447660.0
12899570,4497.0,0,302.0,0.0,0,1475.0
12899571,4497.0,11,,,1,898.0
12899572,4497.0,1,,,0,1491.0
12899573,4497.0,0,,,1,14205.0
12899574,4497.0,1,,,7,12107.0
12899575,4497.0,6,2111.0,0.0,0,2078.0
12899576,4497.0,1,,,0,8710.0
12899577,4497.0,1,,,6,30968.0
12899579,4497.0,0,357.0,,6,5917.0
12899580,4497.0,6,,,1,358306.0
12899581,4497.0,5,,,0,377600.0
12899582,4497.0,12,12262.0,0.0,3,1549.0
12899583,4497.0,1,,,0,1792.0
12899584,4497.0,2,,,5,3490.0
12899585,4497.0,1,,,0,20960.0
12899586,4497.0,5,,,6,1457162.0
12899587,4497.0,6,,,2,27320.0
12899588,4497.0,0,174.0,,1,3252.0
12899590,4497.0,4,9334.0,0.0,1,311.0
12899591,4497.0,1,,,0,4747.0
12899592,4497.0,0,,,0,13392.0
12899593,4497.0,1,597.0,,0,909.0
12899594,4497.0,4,,,0,2003.0
12899595,4497.0,3,16644.0,,3,16354.0
12899596,4497.0,1,,,0,110532.0
12899597,4497.0,-1,215.0,,6,43.0
12899598,4497.0,0,,,1,33471.0
12899599,4497.0,2,,,7,370028.0
12899601,4497.0,0,,,0,26.0
12899602,4497.0,5,,,6,353.0
12899603,4497.0,0,665.0,,0,1769.0
12899604,4497.0,0,,,2,1544.0
12899606,4497.0,14,17781.0,,0,189.0
12899607,4497.0,1,194.0,,0,3528.0
12899609,4497.0,6,21801.0,0.0,2,5908.0
12899610,4497.0,0,,,0,43077.0
12899611,4497.0,0,1678.0,,0,43.0
12899613,4497.0,1,,,0,757.0
12899616,4497.0,0,,,2,351.0
12899617,4497.0,1,,,4,14853.0
12899619,4497.0,8,404.0,0.0,5,3832.0
12899620,4497.0,1,1535.0,,0,976.0
12899622,4497.0,3,1637.0,,3,41.0
12899623,4497.0,1,,,0,30476.0
12899625,4497.0,1,104.0,0.0,1,10331.0
12899628,4497.0,2,,,0,34107.0
12899629,4497.0,1,,,6,6720.0
12899630,4497.0,0,1468.0,,1,55.0
12899631,4497.0,0,,,1,1051.0
12899632,4497.0,1,,,0,122.0
12899633,4497.0,1,,,3,4615.0
12899635,4497.0,2,297.0,,0,21.0
12899636,4497.0,1,347.0,,0,11.0
12899637,4497.0,12,,,2,17578.0
12899638,4497.0,2,,,0,317005.0
12899640,4497.0,1,,,0,2956.0
12899641,4497.0,1,,,1,26181.0
12899642,4497.0,39,,,4,1457162.0
12899643,4497.0,0,,,0,24384.0
12899644,4497.0,6,3368.0,0.0,1,71.0
12899645,4497.0,2,107.0,,0,10046.0
12899646,4497.0,1,,,0,18073.0
12899648,4497.0,1,,,0,669.0
12899649,4497.0,13,,,0,342.0
12899650,4497.0,10,13300.0,0.0,10,28668.0
12899651,4497.0,0,,,0,657.0
12899652,4497.0,1,,,0,10425.0
12899654,4497.0,5,,,2,899.0
12899655,4497.0,0,,,1,6232.0
12899656,4497.0,3,,,0,31.0
12899657,4497.0,7,,,4,5237.0
12899658,4497.0,4,1502.0,,3,5865.0
12899659,4497.0,3,,,2,122724.0
12899660,4497.0,2,,,1,210294.0
12899661,4497.0,2,1087.0,0.0,3,
12899662,4497.0,1,,,0,7341.0
12899664,4497.0,1,,,0,23088.0
12899666,4497.0,0,206.0,,6,1160.0
12899668,4497.0,3,1227.0,,7,937.0
12899670,4497.0,1,,,0,3479.0
12899671,4497.0,1,125.0,,0,183.0
12899672,4497.0,6,,,2,497.0
12899673,4497.0,1,,,0,3664.0
12899674,4497.0,2,,,0,53658.0
12899675,4497.0,0,4302.0,,2,5588.0
12899676,4497.0,0,314.0,,0,10043.0
12899678,4497.0,0,,,0,30531.0
12899679,4497.0,0,,,5,20974.0
12899681,4497.0,1,,,1,27320.0
12899682,4497.0,2,,,3,304048.0
12899683,4497.0,15,2829.0,0.0,8,3667.0
12899684,4497.0,7,,,2,12531.0
12899685,4497.0,2,104.0,0.0,0,17275.0
12899686,4497.0,13,,,5,158954.0
12899687,4497.0,1,,,1,12806.0
12899688,4497.0,0,,,0,7930.0
12899690,4497.0,0,,,0,26.0
12899691,4497.0,64,38382.0,0.0,4,122119.0
12899692,4497.0,0,,,0,6561.0
12899693,4497.0,3,,,0,20960.0
12899694,4497.0,0,,,0,293854.0
12899695,4497.0,3,,,0,15963.0
12899696,4497.0,0,,,0,680.0
12899697,4497.0,0,131.0,,4,3577.0
12899698,4497.0,3,,,3,675.0
12899700,4497.0,0,,,1,86157.0
12899701,4497.0,-1,2478.0,0.0,0,3857.0
12899702,4497.0,1,480.0,,2,3035.0
12899703,4497.0,2,,,8,772913.0
12899704,4497.0,0,,,0,1204.0
12899705,4497.0,6,,,0,276425.0
12899706,4497.0,1,,,1,3775.0
12899707,4497.0,0,,,0,169453.0
12899708,4497.0,4,,,1,419130.0
12899709,4497.0,3,,,2,348013.0
12899711,4497.0,1,,,5,31943.0
12899712,4497.0,2,186.0,,1,47.0
12899713,4497.0,1,,,1,35169.0
12899714,4497.0,13,,,2,10633.0
12899715,4497.0,0,,,0,123.0
12899716,4497.0,1,,,0,6699.0
12899717,4497.0,1,,,0,5529.0
12899718,4497.0,2,,,7,377600.0
12899719,4497.0,0,98.0,,0,7706.0
12899720,4497.0,-1,502.0,,8,878.0
12899721,4497.0,0,242.0,0.0,3,41.0
12899722,4497.0,0,,,0,4301.0
12899723,4497.0,0,237.0,,0,2077.0
12899724,4497.0,3,,,1,18199.0
12899725,4497.0,2,,,0,3379.0
12899726,4497.0,1,,,3,11.0
12899727,4497.0,2,2664.0,0.0,0,9211.0
12899728,4497.0,2,,,1,1888.0
12899729,4497.0,3,4118.0,0.0,7,31.0
12899730,4497.0,1,,,0,784.0
12899731,4497.0,7,4504.0,0.0,3,530.0
12899732,4497.0,0,558.0,0.0,0,111.0
12899733,4497.0,2,,,8,36666.0
12899734,4497.0,4,,,9,11825.0
12899735,4497.0,0,,,2,196331.0
12899736,4497.0,-7,571.0,,2,1.0
12899737,4497.0,5,285.0,0.0,6,1443.0
12899738,4497.0,0,,,1,17501.0
12899739,4497.0,9,,,0,21657.0
12899740,4497.0,0,641.0,,0,1600.0
12899741,4497.0,0,,,1,29685.0
12899742,4497.0,3,,,3,1276.0
12899743,4497.0,2,,,0,3790.0
12901672,4497.0,0,975.0,,6,102.0
12901675,4497.0,0,4638.0,,0,243.0
12901678,4497.0,0,,,3,24356.0
12901679,4497.0,0,,,3,6015.0
12901681,4497.0,22,,,2,6493.0
12901682,4497.0,1,,,1,7808.0
12901683,4497.0,0,1459.0,,5,4066.0
12901684,4497.0,3,,,2,19578.0
12901685,4497.0,8,,,1,14437.0
12901686,4497.0,1,,,0,8945.0
12901687,4497.0,7,5734.0,,5,8295.0
12901688,4497.0,7,13256.0,0.0,10,11612.0
12901689,4497.0,3,1768.0,0.0,0,126076.0
12901691,4497.0,5,,,0,151.0
12901692,4497.0,3,,,3,2051.0
12901693,4497.0,1,,,0,2859.0
12901694,4497.0,1,2015.0,,0,135.0
12901695,4497.0,0,422.0,,0,1210.0
12901696,4497.0,2,77.0,,0,31.0
12901697,4497.0,2,,,0,5114.0
12901698,4497.0,0,,,0,10947.0
12901699,4497.0,0,,,0,36605.0
12901700,4497.0,3,,,1,30828.0
12901701,,1,3771.0,,2,497.0
12901702,4497.0,1,2068.0,,2,731.0
12901704,4497.0,5,,,4,175958.0
12901705,4497.0,15,28354.0,0.0,0,260.0
12901706,4497.0,34,41846.0,0.0,2,2907.0
12901707,4497.0,5,,,0,15481.0
12901708,4497.0,0,2039.0,,3,1769.0
12901709,4497.0,0,,,5,893.0
12901710,4497.0,2,,,6,60048.0
12901711,4497.0,2,1040.0,,4,145.0
12901712,4497.0,3,,,1,21742.0
12901713,4497.0,1,,,1,60265.0
12901716,4497.0,0,,,1,22138.0
12901717,4497.0,0,,,0,104052.0
12901718,4497.0,2,,,0,1850.0
12901719,4497.0,1,963.0,,0,638.0
12901720,4497.0,0,,,0,45.0
12901721,4497.0,1,,,2,10724.0
12901722,4497.0,6,,,2,3038.0
12901724,4497.0,1,389.0,,1,2928.0
12901725,4497.0,0,,,0,12614.0
12901726,4497.0,1,,,2,110532.0
12901728,4497.0,0,187.0,,0,1747.0
12901729,4497.0,0,,,1,879.0
12901730,4497.0,1,1930.0,0.0,0,497.0
12901731,4497.0,6,,,0,256175.0
12901732,4497.0,1,,,4,1395.0
12901734,4497.0,11,43272.0,0.0,6,33930.0
12901735,4497.0,0,,,2,585.0
12901736,4497.0,1,,,1,276.0
12901738,4497.0,1,1000.0,,2,11.0
12901739,4497.0,3,,,1,16358.0
12901741,4497.0,3,1012.0,,0,7081.0
12901742,4497.0,26,43126.0,0.0,2,2379.0
12901743,4497.0,6,,,0,152121.0
12901744,4497.0,0,,,2,5427.0
12901745,4497.0,27,,,2,18170.0
12901746,4497.0,1,,,3,6720.0
12901748,4497.0,-4,,,1,1795.0
12901750,4497.0,6,,,2,1777.0
12901752,4497.0,4,,,0,7974.0
12901754,4497.0,0,94.0,,0,135000.0
12901755,4497.0,7,,,0,247175.0
12901756,4497.0,0,,,0,6728.0
12901757,4497.0,2,,,0,273.0
12901758,4497.0,2,,,0,305051.0
12901759,4497.0,5,,,1,721.0
12901760,4497.0,2,7627.0,0.0,0,1667.0
12901761,4497.0,1,3476.0,0.0,0,262.0
12901762,4497.0,0,362.0,,0,362.0
12901763,4497.0,2,2638.0,,0,918.0
12901764,4497.0,5,1963.0,,0,24183.0
12901766,4497.0,1,,,0,20924.0
12901767,4497.0,12,,,3,1375.0
12901768,4497.0,0,,,0,11826.0
12901769,4497.0,38,,,0,750.0
12901770,4497.0,0,,,0,12435.0
12901771,4497.0,0,,,5,79607.0
12901772,4497.0,1,1248.0,,0,2429.0
12901773,4497.0,0,,,0,1277.0
12901774,,1,,,2,60048.0
12922525,4495.0,3,,,1,6370.0
12922526,4495.0,114,27059.0,0.0,2,93928.0
12922527,4495.0,1,4821.0,0.0,3,18280.0
12922528,4495.0,2,,,0,27817.0
12922531,4495.0,1,2910.0,,0,79.0
12922532,4495.0,1,1497.0,0.0,0,27622.0
12922533,4495.0,1,1121.0,,0,4072.0
12922534,4495.0,1,,,3,7400.0
12922535,4495.0,2,6792.0,0.0,3,131.0
12922536,4495.0,0,336.0,,0,13114.0
12922538,4495.0,230,,,1,37807.0
12922539,4495.0,1,200.0,,3,805.0
12922540,4495.0,0,,,0,115348.0
12922541,4495.0,0,,,0,669.0
12922542,4495.0,3,,,2,211505.0
12922543,4495.0,2,,,5,7466.0
12922545,4495.0,1,,,1,9966.0
12922546,4495.0,0,,,0,601.0
12922547,4495.0,2,,,0,66327.0
12922548,4495.0,3,191.0,0.0,3,1846.0
12922550,4495.0,2,,,5,140396.0
12922551,4495.0,3,,,1,5763.0
12922552,4495.0,5,16769.0,0.0,4,5392.0
12922553,4495.0,2,,,0,5661.0
12922554,4495.0,2,,,0,34125.0
12922555,4495.0,1,219.0,,0,703.0
12922557,4495.0,0,,,0,190.0
12922558,4495.0,0,,,2,5976.0
12922559,4495.0,2,,,3,36.0
12922562,4495.0,2,,,0,57813.0
12922565,4495.0,0,,,0,501.0
12922566,4495.0,5,,,0,24316.0
12922567,4495.0,0,,,0,25515.0
12922568,4495.0,6,,,0,61.0
12922569,4495.0,1,,,0,308820.0
12924458,4495.0,2,,,0,183118.0
12924459,4495.0,2,,,2,2722.0
12924460,4495.0,0,1715.0,,6,31.0
12924461,4495.0,0,,,0,13249.0
12924462,4495.0,2,,,1,2725.0
12924463,4495.0,0,,,2,
12924464,4495.0,0,128.0,,1,35.0
12924465,4495.0,6,5487.0,0.0,1,1885.0
12924466,4495.0,30,28762.0,0.0,0,8394.0
12924467,4495.0,6,,,1,61.0
12924469,4495.0,-8,2391.0,,2,1.0
12924470,4495.0,0,,,0,670.0
12924471,4495.0,19,,,4,9320.0
12924472,4495.0,1,,,0,2887.0
12924473,4495.0,2,307.0,0.0,0,87707.0
12924474,4495.0,-1,,,0,3282.0
12924475,4495.0,0,92.0,,0,1065.0
12924477,4495.0,2,,,0,2864.0
12924478,4495.0,5,1589.0,0.0,0,43969.0
12924481,4495.0,4,,,0,119.0
12924482,4495.0,4,,,0,41.0
12924483,4495.0,2,,,2,4727.0
12924484,4495.0,-2,393.0,,1,15.0
12924485,4495.0,4,,,0,583.0
12924486,4495.0,1,,,2,25280.0
12924488,4495.0,28,,,2,321473.0
12924489,4495.0,0,,,0,594.0
12924490,4495.0,2,,,0,3041.0
12924491,4495.0,1,,,1,9148.0
12924492,4495.0,1,,,4,2683.0
12924493,4495.0,0,,,1,1213.0
12924494,4495.0,7,,,1,13501.0
12924495,4495.0,-1,,,3,795.0
12924496,4495.0,3,,,0,98306.0
12924497,4495.0,0,,,1,14707.0
12924498,4495.0,0,4910.0,,2,463.0
12924499,4495.0,1,,,11,103685.0
12924501,4495.0,0,,,2,1127.0
12924502,4495.0,0,,,0,8337.0
12924503,4495.0,1,,,3,211505.0
12924505,4495.0,1,341.0,,0,84012.0
12924506,4495.0,0,,,2,13985.0
12924507,4495.0,1,,,0,3230.0
12924509,4495.0,0,,,0,391.0
12924510,4495.0,1,,,0,308820.0
12924511,4495.0,0,,,0,394939.0
12924512,4495.0,5,,,2,289687.0
12924513,4495.0,0,,,0,2377.0
12924514,4495.0,0,,,0,2377.0
12924515,4495.0,1,,,1,56780.0
12924516,4495.0,1,,,0,2477.0
12924517,4495.0,0,,,0,98989.0
12924518,4495.0,3,,,5,304048.0
12924521,4495.0,2,,,1,3826.0
12924523,4495.0,2,,,2,2887.0
12924525,4495.0,0,,,0,19157.0
12924526,4495.0,4,1287.0,,0,1653.0
12924527,4495.0,9,,,0,21641.0
12924528,4495.0,0,,,1,
12924529,4495.0,-1,326.0,,8,9618.0
12924530,4495.0,5,,,0,92813.0
12924531,4495.0,1,,,3,55540.0
12924532,4495.0,4,,,2,177209.0
12924533,4495.0,2,3008.0,0.0,3,
12924534,4495.0,1,,,8,71573.0
12924535,4495.0,0,127.0,,0,2225.0
12924536,4495.0,3,,,1,7444.0
12924537,4495.0,4,,,0,433071.0
12924538,4495.0,0,27787.0,,1,51.0
12924539,4495.0,1,386.0,,1,13009.0
12924540,4495.0,0,,,0,933.0
12924541,4495.0,5,,,9,23125.0
12924543,4495.0,4,6171.0,0.0,1,9111.0
12924544,4495.0,12,,,2,160901.0
12924547,4495.0,1,,,0,4728.0
12924548,4495.0,0,748.0,,0,451.0
12924549,4495.0,1,,,0,7584.0
12924550,4495.0,2,3443.0,0.0,0,10703.0
12929980,4495.0,1,,,0,3330.0
12929981,4495.0,3,,,0,29.0
12929983,4495.0,1,,,1,455550.0
12929984,4495.0,3,5413.0,0.0,0,83.0
12929985,4495.0,2,,,0,261174.0
12929986,4495.0,1,149.0,,2,460.0
12929987,4495.0,4,1846.0,0.0,0,646.0
12929988,4495.0,2,540.0,,7,1674.0
12929989,4495.0,0,1719.0,,0,11.0
12929990,4495.0,0,236.0,,3,1565.0
12929991,4495.0,3,,,0,28348.0
12929992,4495.0,0,2318.0,,2,191.0
12929993,4495.0,4,420.0,0.0,1,1984.0
12929994,4495.0,2,,,0,2197.0
12929995,4495.0,3,280.0,,0,123.0
12929996,4495.0,0,,,0,1739.0
12929997,4495.0,0,630.0,,2,117.0
12929998,4495.0,1,,,9,5439.0
12929999,4495.0,5,1187.0,0.0,12,223.0
12930001,4495.0,0,,,2,336.0
12930002,4495.0,0,704.0,,0,2396.0
12930003,4495.0,0,81.0,,0,984.0
12930004,4495.0,0,,,0,7202.0
12930005,4495.0,1,697.0,,0,172.0
12930006,4495.0,5,,,1,6982.0
12930007,4495.0,1,16806.0,,2,8421.0
12930009,4495.0,2,2325.0,0.0,5,337.0
12930010,4495.0,2,1653.0,0.0,1,57.0
12930011,4495.0,2,1571.0,0.0,0,774.0
12930012,4495.0,2,,,1,73252.0
12930013,4495.0,3,,,0,1182.0
12930014,4495.0,2,168.0,,1,21.0
12930017,4495.0,1,,,2,11776.0
12930018,4495.0,2,,,0,398.0
12930019,4495.0,7,3308.0,0.0,7,1902.0
12930020,4495.0,0,,,0,90109.0
12930021,4495.0,0,,,0,10043.0
12930023,4495.0,1,3416.0,,3,250.0
12930024,4495.0,2,411.0,,0,21.0
12930025,4495.0,0,,,6,7564.0
12930026,4495.0,2,,,2,11869.0
12930028,4495.0,26,,,2,38993.0
12930029,4495.0,4,,,2,14342.0
12930030,4495.0,3,,,0,259774.0
12930031,4495.0,1,168.0,,4,57.0
12930032,4495.0,0,,,0,6233.0
12930033,4495.0,-1,,,0,983.0
12930034,4495.0,1,79.0,0.0,0,517.0
12930035,4495.0,7,8778.0,0.0,0,196108.0
12930036,4495.0,0,,,0,13530.0
12930037,4495.0,0,,,2,3547.0
12930038,4495.0,1,,,0,35425.0
12930039,4495.0,1,,,1,1686.0
12930040,4495.0,1,286.0,0.0,2,26130.0
12930041,4495.0,1,,,4,13065.0
12930043,4495.0,3,,,0,3314.0
12930044,4495.0,0,,,1,801.0
12930045,4495.0,3,214.0,0.0,0,31.0
12930046,4495.0,3,,,0,8993.0
12930048,4495.0,3,,,0,
12930049,4495.0,192,333740.0,0.0,0,23044.0
12930050,4495.0,0,,,0,303.0
12930051,4495.0,0,,,0,431.0
12930052,4495.0,16,790.0,0.0,4,376.0
12930053,4495.0,0,,,0,21929.0
12930054,4495.0,5,,,0,4789.0
12930055,4495.0,1,,,1,19.0
12930057,4495.0,0,940.0,,2,325.0
12930058,4495.0,1,,,1,4207.0
12930060,4495.0,2,,,3,54304.0
12930061,4495.0,2,,,2,17674.0
12930063,4495.0,1,,,0,115348.0
12930064,4495.0,0,,,1,2349.0
12930065,4495.0,4,,,1,419.0
12930066,4495.0,0,,,3,44189.0
12930067,4495.0,0,2556.0,,2,8421.0
12930068,4495.0,0,,,1,76864.0
12930069,4495.0,1,,,1,1275.0
12930070,4495.0,1,99.0,0.0,0,2274.0
12930072,4495.0,3,,,1,3330.0
12930073,4495.0,3,,,0,7255.0
12930074,4495.0,0,,,0,39387.0
12930076,4495.0,1,259.0,,0,46.0
12930078,4495.0,0,,,0,2278.0
12930079,4495.0,1,,,0,205.0
12930080,4495.0,1,,,0,6947.0
12930081,4495.0,1,1185.0,,0,13.0
12930082,4495.0,2,279.0,,2,51065.0
12930083,4495.0,1,307.0,,5,7867.0
12930084,4495.0,1,384.0,,0,405.0
12930085,4495.0,4,,,0,15766.0
12930086,4495.0,0,,,4,7735.0
12930087,4495.0,1,1841.0,,0,520.0
12930088,4495.0,9,2845.0,0.0,0,8008.0
12930089,4495.0,3,833.0,,0,4332.0
12930090,4495.0,0,256.0,,5,85.0
12930091,4495.0,1,,,0,13787.0
12930093,4495.0,0,4043.0,,4,788.0
